id,name,uom_type_id:id
decilitersand_rate,deciliters,amazon_ept.VolumeAndVolumeRateUnitOfMeasure
centilitersand_rate,centiliters,amazon_ept.VolumeAndVolumeRateUnitOfMeasure
millilitersand_rate,milliliters,amazon_ept.VolumeAndVolumeRateUnitOfMeasure
microlitersand_rate,microliters,amazon_ept.VolumeAndVolumeRateUnitOfMeasure
nanolitersand_rate,nanoliters,amazon_ept.VolumeAndVolumeRateUnitOfMeasure
picolitersand_rate,picoliters,amazon_ept.VolumeAndVolumeRateUnitOfMeasure
MMgua_int,MM,amazon_ept.GraduationIntervalUnitOfMeasure
CMgua_int,CM,amazon_ept.GraduationIntervalUnitOfMeasure
Mgua_int,M,amazon_ept.GraduationIntervalUnitOfMeasure
INgua_int,IN,amazon_ept.GraduationIntervalUnitOfMeasure
FTgua_int,FT,amazon_ept.GraduationIntervalUnitOfMeasure
inchesgua_int,inches,amazon_ept.GraduationIntervalUnitOfMeasure
feetgua_int,feet,amazon_ept.GraduationIntervalUnitOfMeasure
metersgua_int,meters,amazon_ept.GraduationIntervalUnitOfMeasure
decimetersgua_int,decimeters,amazon_ept.GraduationIntervalUnitOfMeasure
centimetersgua_int,centimeters,amazon_ept.GraduationIntervalUnitOfMeasure
millimetersgua_int,millimeters,amazon_ept.GraduationIntervalUnitOfMeasure
micrometersgua_int,micrometers,amazon_ept.GraduationIntervalUnitOfMeasure
nanometersgua_int,nanometers,amazon_ept.GraduationIntervalUnitOfMeasure
picometersgua_int,picometers,amazon_ept.GraduationIntervalUnitOfMeasure
cubic-cmgua_int,cubic-cm,amazon_ept.GraduationIntervalUnitOfMeasure
cubic-ftgua_int,cubic-ft,amazon_ept.GraduationIntervalUnitOfMeasure
cubic-ingua_int,cubic-in,amazon_ept.GraduationIntervalUnitOfMeasure
cubic-mgua_int,cubic-m,amazon_ept.GraduationIntervalUnitOfMeasure
cubic-ydgua_int,cubic-yd,amazon_ept.GraduationIntervalUnitOfMeasure
cupgua_int,cup,amazon_ept.GraduationIntervalUnitOfMeasure
fluid-ozgua_int,fluid-oz,amazon_ept.GraduationIntervalUnitOfMeasure
gallongua_int,gallon,amazon_ept.GraduationIntervalUnitOfMeasure
litergua_int,liter,amazon_ept.GraduationIntervalUnitOfMeasure
millilitergua_int,milliliter,amazon_ept.GraduationIntervalUnitOfMeasure
ouncegua_int,ounce,amazon_ept.GraduationIntervalUnitOfMeasure
pintgua_int,pint,amazon_ept.GraduationIntervalUnitOfMeasure
quartgua_int,quart,amazon_ept.GraduationIntervalUnitOfMeasure
litersgua_int,liters,amazon_ept.GraduationIntervalUnitOfMeasure
decilitersgua_int,deciliters,amazon_ept.GraduationIntervalUnitOfMeasure
centilitersgua_int,centiliters,amazon_ept.GraduationIntervalUnitOfMeasure
millilitersgua_int,milliliters,amazon_ept.GraduationIntervalUnitOfMeasure
microlitersgua_int,microliters,amazon_ept.GraduationIntervalUnitOfMeasure
nanolitersgua_int,nanoliters,amazon_ept.GraduationIntervalUnitOfMeasure
picolitersgua_int,picoliters,amazon_ept.GraduationIntervalUnitOfMeasure
GRgua_int,GR,amazon_ept.GraduationIntervalUnitOfMeasure
KGgua_int,KG,amazon_ept.GraduationIntervalUnitOfMeasure
OZgua_int,OZ,amazon_ept.GraduationIntervalUnitOfMeasure
LBgua_int,LB,amazon_ept.GraduationIntervalUnitOfMeasure
MGgua_int,MG,amazon_ept.GraduationIntervalUnitOfMeasure
btus_energy_outout_unit_of_measure,btus,amazon_ept.MaxEnergyOutputUnitOfMeasure
micrometer_filter_pure_size,micrometer,amazon_ept.FilterPoreSizeUnitOfMeasure
pounds_ice_capacity,pounds,amazon_ept.IceCapacityUnitOfMeasure
MaxRotationSpeedUnitOfMeasure_rom,rpm,amazon_ept.MaxRotationSpeedUnitOfMeasure
unknown_modifierunknown,unknown_modifier,amazon_ept.UnknownOpticalUnitOfMeasure
dioptersunknown,diopters,amazon_ept.UnknownOpticalUnitOfMeasure
kbpsdata_transfer,kbps,amazon_ept.DataTransferSpeedUnitOfMeasure
mbpsdata_transfer,mbps,amazon_ept.DataTransferSpeedUnitOfMeasure
gbpsdata_transfer,gbps,amazon_ept.DataTransferSpeedUnitOfMeasure
PPS_table_rate_unit_of_measure,PPS,amazon_ept.TabletDataRateUnitOfMeasure
lpi_TabletResolutionUnitOfMeasure,lpi,amazon_ept.TabletResolutionUnitOfMeasure
bits_memory_interface_unit_of_measure,bits,amazon_ept.MemoryInterfaceUnitOfMeasure
cfm_air_flow_uom_ept,CFM,amazon_ept.AirflowUnitOfMeasure
levels_unit_of_measure_pressure,levels,amazon_ept.PressureLevelUnitOfMeasure
